,Date_Close,Date_Open,Date_Previews,Intermission,Market,Prod_Type,Run_Time_Minutes,Run_Time_String,Run_Type,Show_Name,Show_Type,Theatre,Theatre_Address
424,2009-12-06,2009-10-11,,,Broadway,Original Production Production,75.0,"1 hour and 15 minutes, with no ",Open Run,Oleanna,Play, John Golden Theatre,"         John Golden Theatre (New York, NY) 252 West 45th St. Seating Chart   Schedule   Running Time: 1 hour and 15 minutes, with no intermission Tuesday at 7pm Wednesday through Saturday at 8pm Wednesday and Saturday at 2pm Sunday at 3pm "
425,2010-08-21,2009-12-06,2009-11-17,1,Broadway,Original Production Production,100.0,"1 hour and 40 minutes, with one ",Limited Run,Race,Play, Ethel Barrymore Theatre,"         Ethel Barrymore Theatre (New York, NY) 243 West 47th St. Seating Chart   Schedule   Running Time: 1 hour and 40 minutes, with one intermission The schedule is as follows: Mondays at 8 pm, Tuesdays at 7 pm, Wednesday at 2 and 8 pm, Thursdays at 8 pm, Fridays at 8 pm and Saturdays at 2 pm and 8 pm.  "
426,2010-01-10,2009-11-15,,1,Broadway,Revival Production,,,Open Run,Ragtime,Musical, Neil Simon Theatre,"         Neil Simon Theatre (New York, NY) 250 W. 52nd St. Seating Chart   Schedule  Tuesday at 7pm Wednesday through Saturday at 8pm Wednesday and Saturday at 2pm Sunday at 3pm "
427,2009-06-14,2009-04-02,,1,Broadway,Original Production Production,120.0,"2 hours, with one ",Open Run,reasons to be pretty,Play, Lyceum Theatre,"         Lyceum Theatre (Broadway) (New York, NY) 149 W. 45th St. Seating Chart   Schedule   Running Time: 2 hours, with one intermission Monday at 8pm Tuesday at 7pm Wednesday at 2pm and 8pm Friday at 8pm Saturday at 2pm and 8pm Sunday at 3pm  "
428,2015-01-18,2009-04-07,,1,Broadway,Original Production Production,135.0,"2 hours and 15 minutes, with one ",Open Run,Rock of Ages,Musical, Brooks Atkinson Theatre,"         Hayes Theatre (New York, NY) 240 West 44th St. Seating Chart   Schedule   Running Time: 2 hours and 15 minutes, with one intermission Mondays: 8:00pm Tuesdays: 7:00pm Thursdays: 8:00pm Fridays: 8:00pm Saturdays: 2:00pm and 8:00pm Sundays: 3:00pm and 7:30pm  "
429,2009-01-31,2009-01-15,,,Broadway,Original Production Production,,,Limited Run,Soul of Shaolin,Special, Marquis Theatre,"         Marquis Theatre (New York, NY) 1535 Broadway Seating Chart   Schedule  Weeks of January 12 and 19: Tuesday at 7pm Wednesday at 2pm and 8pm Thursday and Friday at 8pm Saturday at 2pm and 8pm Sunday at 3pm  Week of January 26: Monday at 8pm Tuesday at 7pm Wednesday at 2pm and 8pm Thursday and Friday at 8pm Saturday at 2pm and 8pm "
430,2010-01-03,2009-10-01,,1,Broadway,Original Production Production,,,Open Run,Superior Donuts,Play, Music Box Theatre,"         Music Box Theatre (New York, NY) 239 West 45th St. Seating Chart   Schedule  Tuesday at 7pm Wednesday through Saturday at 8pm Wednesday and Saturday at 2pm Sunday at 3pm "
431,2009-03-22,2009-01-22,,,Broadway,Original Production Production,25.0,"2 hours and 5 minutes, with one ",Limited Run,The American Plan,Play, Samuel J. Friedman Theatre,"         Samuel J. Friedman Theatre (New York, NY) 261 W. 47th St. Seating Chart   Schedule   Running Time: 2 hours and 5 minutes, with one intermission Tuesday at 7pm Wednesday at 2pm and 8pm Thursday and Friday at 8pm Saturday at 2pm and 8pm Sunday at 2pm "
432,2009-11-01,2009-10-25,,,Broadway,Revival Production,,,Repertory,The Neil Simon Plays,Play,,
433,2009-07-26,2009-04-23,,,Broadway,Revival Production,,,Repertory (Limited Run),The Norman Conquests Trilogy,Play, Circle in the Square,"         Circle in the Square (Broadway) (New York, NY) 1633 Broadway at 50th St. Seating Chart   Schedule  Table Manners begins at 11:30am. Living Together begins at 3:30pm. Round and Round the Garden begins at 8pm. ---  Saturday, April 11 at 11:30am Saturday, April 18 at 11:30am Saturday, April 25 at 11:30am  Saturday, May 2 at 11:30am Saturday, May 9 at 11:30am Saturday, May 16 at 11:30am Sunday, May 17 at 11:30am Saturday, May 23 at 11:30am Saturday, May 30 at 11:30am  Saturday, June 6 at 11:30am Saturday, June 13 at 11:30am Saturday, June 20 at 11:30am Saturday, June 27 at 11:30am Sunday, June 28 at 11:30am  Sunday, July 5 at 11:30am Saturday, July 11 at 11:30am Saturday, July 18 at 11:30am Saturday, July 25 at 11:30am "
434,2009-07-26,2009-04-25,,1,Broadway,Revival Production,130.0,"2 hours and 10 minutes, with one ",Repertory (Limited Run),The Norman Conquests: Living Together,Play, Circle in the Square,"         Circle in the Square (Broadway) (New York, NY) 1633 Broadway at 50th St. Seating Chart   Schedule   Running Time: 2 hours and 10 minutes, with one intermission Wednesday, April 15 at 8pm Saturday, April 18 at 3:30pm  Wednesday, April 22 at 2pm Saturday, April 25 at 3:30pm  Wednesday, April 29 at 8pm Saturday, May 2 at 3:30pm  Wednesday, May 6 at 2pm Thursday, May 7 at 8pm Saturday, May 9 at 3:30pm  Saturday, May 16 at 3:30pm Sunday, May 17 at 3:30pm  Wednesday, May 20 at 8pm Saturday, May 23 at 3:30pm  Wednesday, May 27 at 8pm Saturday, May 30 at 3:30pm  Wednesday, June 3 at 8pm Saturday, June 6 at 3:30pm  Wednesday, June 10 at 8pm Saturday, June 13 at 3:30pm  Wednesday, June 17 at 8pm Saturday, June 20 at 3:30pm  Saturday, June 27 at 3:30pm Sunday, June 28 at 3:30pm  Wednesday, July 1 at 8pm Sunday, July 5 at 3:30pm  Wednesday, July 8 at 8pm Saturday, July 11 at 3:30pm  Wednesday, July 15 at 8pm Saturday, July 18 at 3:30pm  Wednesday, July 22 at 8pm Saturday, July 25 at 3:30pm "
435,2009-07-26,2009-04-23,,1,Broadway,Revival Production,135.0,"2 hours and 15 minutes, with one ",Repertory (Limited Run),The Norman Conquests: Round and Round the Garden,Play, Circle in the Square,"         Circle in the Square (Broadway) (New York, NY) 1633 Broadway at 50th St. Seating Chart   Schedule   Running Time: 2 hours and 15 minutes, with one intermission Monday, April 13 at 8pm Thursday, April 16 at 8pm Saturday, April 18 at 8pm  Tuesday, April 21 at 8pm Thursday, April 23 at 6:45pm Saturday, April 25 at 8pm  Tuesday, April 28 at 7pm Thursday, April 30 at 8pm Saturday, May 2 at 8pm  Tuesday, May 5 at 7pm Saturday, May 9 at 8pm  Thursday, May 14 at 8pm Saturday, May 16 at 8pm Sunday, May 17 at 8pm  Tuesday, May 19 at 7pm Thursday, May 21 at 8pm Saturday, May 23 at 8pm  Tuesday, May 26 at 7pm Thursday, May 28 at 8pm Saturday, May 30 at 8pm  Tuesday, June 2 at 7pm Thursday, June 4 at 8pm Saturday, June 6 at 8pm  Tuesday, June 9 at 7pm Thursday, June 11 at 8pm Saturday, June 13 at 8pm  Tuesday, June 16 at 7pm Thursday, June 18 at 8pm Saturday, June 20 at 8pm  Thursday, June 25 at 8pm Saturday, June 27 at 8pm Sunday, June 28 at 8pm  Tuesday, June 30 at 7pm Thursday, July 2 at 8pm Sunday, July 5 at 8pm  Tuesday, July 7 at 7pm Thursday, July 9 at 8pm Saturday, July 11 at 8pm  Tuesday, July 14 at 7pm Thursday, July 16 at 8pm Saturday, July 18 at 8pm  Tuesday, July 21 at 7pm Thursday, July 23 at 8pm Saturday, July 25 at 8pm "
436,2009-07-25,2009-04-24,,1,Broadway,Revival Production,140.0,"2 hours and 20 minutes, with one intermissio Tuesday, April 14 at 8pm Friday, April 17 at 8pm Saturday, April 18 at 11",Repertory (Limited Run),The Norman Conquests: Table Manners,Play, Circle in the Square,"         Circle in the Square (Broadway) (New York, NY) 1633 Broadway at 50th St. Seating Chart   Schedule   Running Time: 2 hours and 20 minutes, with one intermissio Tuesday, April 14 at 8pm Friday, April 17 at 8pm Saturday, April 18 at 11:30am  Wednesday, April 22 at 8pm Friday, April 24 at 8pm Saturday, April 25 at 11:30am  Wednesday, April 29 at 2pm Friday, May 1 at 8pm Saturday, May 2 at 11:30am  Wednesday, May 6 at 8pm Friday, May 8 at 8pm Saturday, May 9 at 11:30am  Friday, May 15 at 8pm Saturday, May 16 at 11:30am Sunday, May 17 at 11:30am  Wednesday, May 20 at 2pm Friday, May 22 at 8pm Saturday, May 23 at 11:30am  Wednesday, May 27 at 2pm Friday, May 29 at 8pm Saturday, May 30 at 11:30am  Wednesday, June 3 at 2pm Friday, June 5 at 8pm Saturday, June 6 at 11:30am  Wednesday, June 10 at 2pm Friday, June 12 at 8pm Saturday, June 13 at 11:30am  Wednesday, June 17 at 2pm Friday, June 19 at 8pm Saturday, June 20 at 11:30am  Friday, June 26 at 8pm Saturday, June 27 at 11:30am Sunday, June 28 at 11:30am  Wednesday, July 1 at 2pm Friday, July 3 at 8pm Sunday, July 5 at 11:30am  Wednesday, July 8 at 2pm Friday, July 10 at 8pm Saturday, July 11 at 11:30am  Wednesday, July 15 at 2pm Friday, July 17 at 8pm Saturday, July 18 at 11:30am  Wednesday, July 22 at 2pm Friday, July 24 at 8pm Saturday, July 25 at 11:30am "
437,2009-06-28,2009-04-26,,,Broadway,Revival Production,130.0,"2 hours and 10 minutes, with one ",Limited Run,The Philanthropist,Play, American Airlines Theatre,"         American Airlines Theatre (New York, NY) 229 W. 42nd St. Seating Chart   Schedule   Running Time: 2 hours and 10 minutes, with one intermission Tuesday through Saturday at 8pm Wednesday, Saturday and Sunday at 2pm "
438,2009-12-13,2009-10-08,,2,Broadway,Revival Production,160.0,"2 hours and 40 minutes, with two ",Limited Run,The Royal Family,Play, Samuel J. Friedman Theatre,"         Samuel J. Friedman Theatre (New York, NY) 261 W. 47th St. Seating Chart   Schedule   Running Time: 2 hours and 40 minutes, with two intermissions Tuesday at 7pm Wednesday through Saturday at 8pm Wednesday, Saturday and Sunday at 2pm  Time Change: Wednesday, November 4 at 1pm "
439,2009-02-22,2009-02-19,,,Broadway,Original Production Production,,,Open Run,The Story of My Life,Musical, Booth Theatre,"         Booth Theatre (Broadway) (New York, NY) 222 West 45th St. Seating Chart   Schedule  Tuesday through Saturday at 8pm Wednesday and Saturday at 2pm Sunday at 3pm "
440,2009-07-12,2009-04-30,,1,Broadway,Revival Production,135.0,"2 hours and 15 minutes, with one ",Limited Run,Waiting for Godot,Play, Studio 54,"         Studio 54 (New York, NY) 254 West 54th St. Seating Chart   Schedule   Running Time: 2 hours and 15 minutes, with one intermission Tuesday through Saturday at 8pm Wednesday, Saturday and Sunday at 2pm  Time Changes: June 9 - 19 evening performances at 7pm "
441,2011-01-02,2009-03-19,,1,Broadway,Revival Production,160.0,"2 hours and 40 minutes, with one ",Open Run,West Side Story,Musical, National Theatre,"         Palace Theatre (Broadway) (New York, NY) 1564 Broadway Seating Chart   Schedule   Running Time: 2 hours and 40 minutes, with one intermission Tuesday at 7pm Wednesday through Saturday at 8pm Wednesday and Saturday at 2:30pm Sunday at 3pm "
442,2010-01-17,2009-10-04,,,Broadway,Original Production Production,,,Limited Run,Wishful Drinking,, Studio 54,"         Studio 54 (New York, NY) 254 West 54th St. Seating Chart   Schedule  Tuesday through Saturday at 8pm Wednesday, Saturday and Sunday at 2pm "
443,2009-03-15,2009-02-05,,,Broadway,Original Production Production,90.0,"Approximately 90 minutes, with no ",Limited Run,You're Welcome America. A Final Night with George W. Bush,Special, Cort Theatre,"         Cort Theatre (Broadway) (New York, NY) 138 West 48th St. Seating Chart   Schedule   Running Time: Approximately 90 minutes, with no intermission Tuesday through Friday at 8pm Saturday at 2pm and 8pm Sunday at 2pm and 7pm  Added performance: Wednesday, March 11 at 2pm  Time change: Saturday, March 14 at 9pm  No performance: Saturday, March 14 at 2pm "
444,2009-01-04,2008-10-05,,,Broadway,Original Production Production,90.0,"1 hour and 30 minutes, with no ",Open Run,"13, A New Musical",Musical, Bernard B. Jacobs Theatre,"         Bernard B. Jacobs Theatre (New York, NY) 242 West 45th St. Seating Chart   Schedule   Running Time: 1 hour and 30 minutes, with no intermission Tuesday through Friday at 8pm Saturday at 2pm and 8pm Sunday at 2pm and 7pm  Beginning October 13: Tuesday through Thursday at 7pm Friday at 8pm Saturday at 2pm and 8pm Sunday at 2pm and 7pm "
445,2008-07-27,2008-04-17,,,Broadway,Original Production Production,90.0,"1 hour and 30 minutes, with no ",Open Run,A Catered Affair,Musical, Walter Kerr Theatre,"         Walter Kerr Theatre (New York, NY) 219 West 48th St. Seating Chart   Schedule   Running Time: 1 hour and 30 minutes, with no intermission Tuesday at 7pm Thursday through Saturday at 8pm Wednesday, Thursday and Saturday at 2pm Sunday at 3pm "
446,2008-12-07,2008-10-07,,,Broadway,Revival Production,,,Limited Run,A Man For All Seasons,Play, American Airlines Theatre,"         American Airlines Theatre (New York, NY) 229 W. 42nd St. Seating Chart   Schedule  Tuesday through Saturday at 8pm Wednesday, Saturday and Sunday at 2pm "
447,2008-11-16,2008-09-18,,1,Broadway,Original Production Production,,,Open Run,A Tale of Two Cities,Musical, Al Hirschfeld Theatre,"         Al Hirschfeld Theatre (New York, NY) 302 W. 45th St. Seating Chart   Schedule  Tuesday at 7pm Wednesdays through Saturdays at 8pm Wednesdays and Saturdays at 2pm Sunday at 3pm "
448,2009-01-11,2008-10-16,,,Broadway,Revival Production,,,Limited Run,All My Sons,Play, Gerald Schoenfeld Theatre,"         Gerald Schoenfeld Theatre (New York, NY) 236 West 45th St. Seating Chart   Schedule  Tuesday at 7pm Wednesday through Saturday at 8pm Wednesday and Saturday at 2pm Sunday at 3pm "
449,2008-11-23,2008-11-17,,,Broadway,Revival Production,,,Open Run,American Buffalo,Play, Belasco Theatre,"         Belasco Theatre (New York, NY) 111 West 44th St. Seating Chart   Schedule  Tuesday at 7pm Wednesday through Saturday at 8pm Wednesday and Saturday at 2pm Sunday at 3pm "
450,2012-01-08,2008-11-13,,1,Broadway,Original Production Production,165.0,"2 hours and 45 minutes, with one internission Tuesday at 7pm Thursday through Sunday at 7",Open Run,Billy Elliot,Musical, Imperial Theatre,"         Imperial Theatre (Broadway) (New York, NY) 249 West 45th St. Seating Chart   Schedule   Running Time: 2 hours and 45 minutes, with one internission Tuesday at 7pm Thursday through Sunday at 7:30pm Wednesday, Saturday & Sunday at 2pm    "
451,2009-01-04,2008-05-04,,1,Broadway,Revival Production,160.0,"2 hours and 40 minutes, with 1 ",Open Run,Boeing-Boeing,Play, Longacre Theatre,"         Longacre Theatre (New York, NY) 220 West 48th Street Seating Chart   Schedule   Running Time: 2 hours and 40 minutes, with 1 intermission Tuesday at 7pm Wednesday through Saturday at 8pm Wednesday & Saturday at 2pm Sunday at 3pm "
452,2008-06-22,2008-03-06,,2,Broadway,Revival Production,,,Limited Run,Cat on a Hot Tin Roof,Play, Broadhurst Theatre,"         Broadhurst Theatre (New York, NY) 235 W. 44th St. Seating Chart   Schedule  Tuesday at 7pm Wednesday through Saturday at 8pm Wednesday and Saturday at 2pm Sunday at 3pm  Time Change: Sunday, June 15 at 2pm "
453,2008-08-24,2008-06-26,,1,Broadway,Original Production Production,120.0,Two hours with one ,Limited Run,Cirque Dreams,, Broadway Theatre,"         Broadway Theatre (Broadway) (New York, NY) 1681 Broadway Seating Chart   Schedule   Running Time: Two hours with one intermission Mondays at 8pm Tuesdays at 7pm Thursday and Friday at 8pm Saturday at 2pm and 8pm Sundays at 2pm and 7pm "
454,2008-03-16,2008-01-24,,,Broadway,Revival Production,,,Limited Run,"Come Back, Little Sheba",Play, Biltmore Theatre,"         Biltmore Theatre (New York, NY) 261-5 West 47th St. Seating Chart  "
455,2008-06-22,2008-04-24,,1,Broadway,Original Production Production,135.0,"2 hours and 15 minutes, with one ",Open Run,Cry-Baby,Musical, Marquis Theatre,"         Marquis Theatre (New York, NY) 1535 Broadway Seating Chart   Schedule   Running Time: 2 hours and 15 minutes, with one intermission Tuesday at 7pm Wednesday through Saturday at 8pm Wednesday and Saturday at 2pm Sunday at 3pm  "
456,2009-01-04,2008-11-20,,,Broadway,Original Production Production,,,Limited Run,Dividing The Estate,Play, Booth Theatre,"         Booth Theatre (Broadway) (New York, NY) 222 West 45th St. Seating Chart   Schedule  Tuesday through Saturday at 8pm Wednesday and Saturday at 2pm Sunday at 3pm  Schedule Change: Saturday, Oct. 25 - no matinee "
457,2009-02-08,2008-09-25,,,Broadway,Revival Production,,,Limited Run,Equus,Play, Broadhurst Theatre,"         Broadhurst Theatre (New York, NY) 235 W. 44th St. Seating Chart   Schedule  Tuesday at 7pm Wednesday through Saturday at 8pm Wednesday and Saturday at 2pm Sunday at 3pm "
458,2008-05-06,2008-05-06,,,Broadway,Original Production Production,90.0,"1 hour and 30 minutes, with no ",Open Run,Glory Days,Musical, Circle in the Square,"         Circle in the Square (Broadway) (New York, NY) 1633 Broadway at 50th St. "
459,2008-09-29,2008-10-23,,,Broadway,Revival Production,,,Open Run,Godspell,Musical, Ethel Barrymore Theatre,"         Ethel Barrymore Theatre (New York, NY) 243 West 47th St. Seating Chart   Schedule  Mondays and Thursdays at 7pm Wednesdays at 2pm Fridays at 8pm Saturdays at 2pm and 8pm Sundays at 2pm and 7pm "
460,2009-01-11,2008-03-27,,1,Broadway,Revival Production,170.0,"2 hours and 50 minutes, with one ",Open Run,Gypsy,Musical, St. James Theatre,"         St. James Theatre (Broadway) (New York, NY) 246 West 44th St. Seating Chart   Schedule   Running Time: 2 hours and 50 minutes, with one intermission Tuesday through Saturday at 8pm Wednesday and Saturday at 2pm Sunday at 3pm "
461,2011-01-09,2008-03-09,,1,Broadway,Original Production Production,150.0,"2 hours and 30 minutes, with one ",Open Run,In the Heights,Musical, Richard Rodgers Theatre,"         Richard Rodgers Theatre (New York, NY) 226 W. 46th St. Seating Chart   Schedule   Running Time: 2 hours and 30 minutes, with one intermission Tuesday and Sunday at 7pm Wednesday through Saturday at 8pm Saturday and Sunday at 2pm "
462,2009-01-04,2008-11-23,2008-11-14,1,Broadway,Original Production Production,,,Limited Run,Irving Berlin's White Christmas,Musical, Marquis Theatre,"         Marquis Theatre (New York, NY) 1535 Broadway Seating Chart   Schedule  Week of November 10: Friday and Saturday at 8pm Sunday at 7pm Saturday and Sunday at 2pm  Week of November 17: Wednesday through Saturday at 8pm Tuesday at 7pm Sunday at 6pm Wednesday and Saturday at 2pm  Week of November 24: Wednesday through Saturday at 8pm Tuesday at 7pm Wednesday, Friday, Saturday and Sunday at 2pm  Weeks of December 1 and 8: Wednesday through Saturday at 8pm Wednesday at 2pm Tuesday and Sunday at 7pm Saturday and Sunday at 2pm  Week of December 15: Wednesday through Saturday at 8pm Tuesday and Sunday at 7pm Wednesday, Saturday and Sunday at 2pm  Week of December 22: Monday, Friday and Saturday at 8pm Tuesday and Sunday at 7pm Wednesday, Friday, Saturday and Sunday at 2pm  Week of December 29: Monday, Friday and Saturday at 8pm Tuesday at 7pm Tuesday, Saturday and Sunday at 2pm "
463,2008-07-06,2008-05-01,,1,Broadway,Revival Production,160.0,"2 hours and 40 minutes, with one ",Limited Run,Les Liaisons Dangereuses,Play, American Airlines Theatre,"         American Airlines Theatre (New York, NY) 229 W. 42nd St. Seating Chart   Schedule   Running Time: 2 hours and 40 minutes, with one intermission Tuesday through Saturday at 8pm Wednesday, Saturday and Sunday at 2pm "
464,2009-01-04,2008-12-03,,,Broadway,Production,,,Limited Run,Liza's at The Palace...!,, Palace Theatre,"         Palace Theatre (Broadway) (New York, NY) 1564 Broadway Seating Chart   Schedule  Tuesday, Wednesday, Friday and Saturday at 8pm Sundays at 3pm "
465,2008-05-24,2008-04-08,,1,Broadway,Revival Production,180.0,"3 hours, with one ",Limited Run,Macbeth,Play, Lyceum Theatre,"         Lyceum Theatre (Broadway) (New York, NY) 149 W. 45th St. Seating Chart   Schedule   Running Time: 3 hours, with one intermission Tuesday through Friday at 8pm Saturday at 2pm and 8pm Sunday at 3pm  Week beginning May 19: Tuesday through Saturday at 8pm Wednesday and Saturday at 2pm "
466,2008-05-19,2008-05-19,,,Broadway,Original Production Production,,,Limited Run,Mandy Patinkin on Broadway,, Gerald Schoenfeld Theatre,"         Gerald Schoenfeld Theatre (New York, NY) 236 West 45th St. "
467,2008-07-13,2008-01-17,,,Broadway,Original Production Production,120.0,"2 hours, with one ",Open Run,November,Play, Ethel Barrymore Theatre,"         Ethel Barrymore Theatre (New York, NY) 243 West 47th St. Seating Chart   Schedule   Running Time: 2 hours, with one intermission Tuesday at 7pm Wednesday through Saturday at 8pm Wednesday and Saturday at 2pm Sunday at 3pm "
468,2009-03-01,2008-12-11,2008-11-14,1,Broadway,Revised Production Production,,,Limited Run,Pal Joey,Musical, Studio 54,"         Studio 54 (New York, NY) 254 West 54th St. Seating Chart   Schedule  Tuesday through Saturday at 8pm Wednesday, Saturday and Sunday at 2pm   "
469,2008-07-20,2008-02-28,,1,Broadway,Original Production Production,130.0,"2 hours and 10 minutes, with one ",Open Run,Passing Strange,Musical, Belasco Theatre,"         Belasco Theatre (New York, NY) 111 West 44th St. Seating Chart   Schedule   Running Time: 2 hours and 10 minutes, with one intermission Tuesday at 7pm Wednesday through Saturday at 8pm Wednesday and Saturday at 2pm Sunday at 3pm  Time Change: Thursday, June 12 at 7pm "
470,2010-01-03,2008-12-14,2008-11-08,1,Broadway,Original Production Production,150.0,"2 hours and 30 minutes, with one ",Open Run,Shrek the Musical,Musical, Fifth Avenue Theatre,"         Broadway Theatre (Broadway) (New York, NY) 1681 Broadway Seating Chart   Schedule   Running Time: 2 hours and 30 minutes, with one intermission Tuesday at 7pm Wednesday through Saturday at 8pm Wednesday and Saturday at 2pm Sunday at 3pm "
471,2009-01-04,2008-12-07,,1,Broadway,Original Production Production,90.0,"One hour and 30 minutes, with one ",Limited Run,Slava's Snowshow,, Hayes Theatre,"         Hayes Theatre (New York, NY) 240 West 44th St. Seating Chart   Schedule   Running Time: One hour and 30 minutes, with one intermission Tuesday at 7pm Wednesday through Friday at 8pm Saturday at 4pm and 8pm Sunday at 2pm and 6pm  Time Change:  Wednesday, December 24 at 7pm Thursday, December 25 at 7pm Wednesday, December 31 at 7pm "
472,2010-08-22,2008-04-03,,1,Broadway,Revival Production,33.0,"3 three hours, with one ",Open Run,South Pacific,Musical, Vivian Beaumont Theatre,"         Vivian Beaumont Theatre (New York, NY) 150 West 65th St. at Broadway Seating Chart   Schedule   Running Time: 3 three hours, with one intermission Tuesday at 7pm Wednesday through Saturday at 8pm Wednesday and Saturday at 2pm Sunday at 3pm "
473,2009-02-22,2008-10-23,,,Broadway,Revival Production,90.0,"90 minutes, with no ",Limited Run,Speed-The-Plow,Play, Ethel Barrymore Theatre,"         Ethel Barrymore Theatre (New York, NY) 243 West 47th St. Seating Chart   Schedule   Running Time: 90 minutes, with no intermission Tuesday at 7pm Wednesday through Saturday at 8pm Wednesday and Saturday at 2pm Sunday at 3pm "
474,2008-06-29,2008-02-21,,1,Broadway,Revival Production,160.0,"2 hours and 40 minutes, with one ",Limited Run,Sunday in the Park with George,Musical, Studio 54,"         Studio 54 (New York, NY) 254 West 54th St. Seating Chart   Schedule   Running Time: 2 hours and 40 minutes, with one intermission Tuesday through Saturday at 8pm Wednesday, Saturday and Sunday at 2pm  "
475,2010-01-10,2008-01-15,,1,Broadway,Original Production Production,107.0,"1 hour and 47 minutes, with one ",Open Run,The 39 Steps,Play, American Airlines Theatre,"         Hayes Theatre (New York, NY) 240 West 44th St. Seating Chart   Schedule   Running Time: 1 hour and 47 minutes, with one intermission Tuesday at 7pm Wednesday through Saturday at 8pm Wednesday, Saturday and Sunday at 3pm "
476,2008-07-20,2008-04-27,,1,Broadway,Revival Production,135.0,"2 hours and 15 minutes, with one ",Limited Run,The Country Girl,Play, Bernard B. Jacobs Theatre,"         Bernard B. Jacobs Theatre (New York, NY) 242 West 45th St. Seating Chart   Schedule   Running Time: 2 hours and 15 minutes, with one intermission Tuesday through Saturday at 8pm Wednesday and Saturday at 2pm Sunday at 3pm "
477,2009-08-30,2008-01-10,2007-11-03,1,Broadway,Original Production Production,150.0,"2 hours, 30 minutes with one ",Open Run,The Little Mermaid,Musical, Lunt-Fontanne Theatre,"         Lunt-Fontanne Theatre (New York, NY) 205 West 46th St. Seating Chart   Schedule   Running Time: 2 hours, 30 minutes with one intermission. Tuesday at 7pm Wednesday through Saturday at 8pm Wednesday and Saturday at 2pm Sunday at 3pm "
478,2008-12-21,2008-10-02,,,Broadway,Revival Production,,,Limited Run,The Seagull,Play, Walter Kerr Theatre,"         Walter Kerr Theatre (New York, NY) 219 West 48th St. Seating Chart   Schedule  Tuesday through Saturday at 8pm Wednesday and Saturday at 2pm Sunday at 3pm "
479,2008-08-17,2008-04-30,,,Broadway,Original Production Production,90.0,"1 hour and 30 minutes, with no ",Limited Run,Thurgood,Play, Booth Theatre,"         Booth Theatre (Broadway) (New York, NY) 222 West 45th St. Seating Chart   Schedule   Running Time: 1 hour and 30 minutes, with no intermission Tuesday through Saturday at 8pm Wednesday and Saturday at 2pm Sunday at 3pm "
480,2008-11-16,2008-10-14,,,Broadway,Original Production Production,,,Limited Run,To Be or Not To Be,Play, Samuel J. Friedman Theatre,"         Samuel J. Friedman Theatre (New York, NY) 261 W. 47th St. Seating Chart   Schedule  Tuesday at 7pm Wednesday at 2pm and 8pm Thursday and Friday at 8pm Saturday at 2pm and 8pm Sunday at 2pm "
481,2008-06-29,2008-05-07,,1,Broadway,Original Production Production,145.0,"2 hours and 25 minutes, with one ",Limited Run,Top Girls,Play, Biltmore Theatre,"         Biltmore Theatre (New York, NY) 261-5 West 47th St. Seating Chart   Schedule   Running Time: 2 hours and 25 minutes, with one intermission Tuesday through Saturday at 8pm Wednesday, Saturday and Sunday at 2pm  Time Change: Wednesday, May 21 at 1pm "
482,2008-03-31,2008-03-31,,,Broadway,Original Production Production,,,Limited Run,You May Now Worship Me,, Eugene O'Neill Theatre,"         Eugene O'Neill Theatre (New York, NY) 230 West 49th St. "
483,2008-10-12,2008-07-17,,,Broadway,Original Production Production,90.0,"1 hour and 30 minutes, with no ",Open Run,[title of show],Musical, Lyceum Theatre,"         Lyceum Theatre (Broadway) (New York, NY) 149 W. 45th St. Seating Chart   Schedule   Running Time: 1 hour and 30 minutes, with no intermission Monday, Tuesday, Thursday and Friday at 8pm Saturday at 3pm and 8pm Sunday at 3pm and 7:30pm "
484,2007-07-29,2007-05-09,,1,Broadway,Revival Production,,,Limited Run,110 in the Shade,Musical, Studio 54,"         Studio 54 (New York, NY) 254 West 54th St. Seating Chart  "
485,2008-02-24,2007-10-25,,,Broadway,Original Production Production,,,Limited Run,A Bronx Tale,, Walter Kerr Theatre,"         Walter Kerr Theatre (New York, NY) 219 West 48th St. Seating Chart  "
486,2007-06-10,2007-04-09,,1,Broadway,Revival Production,180.0,"3 hours, with one ",Limited Run,A Moon for the Misbegotten,Play, Brooks Atkinson Theatre,"         Brooks Atkinson Theatre (New York, NY) 256 W. 47th St. Seating Chart  "
487,2009-06-28,2007-12-04,,2,Broadway,Original Production Production,200.0,"3 hours and 20 minutes, with two ",Open Run,August: Osage County,Play, Imperial Theatre,"         Music Box Theatre (New York, NY) 239 West 45th St. Seating Chart   Schedule   Running Time: 3 hours and 20 minutes, with two intermissions Tuesday at 7pm Wednesday at 2pm and 7:30pm Thursday and Friday at 7:30pm Saturday at 2pm and 8pm Sunday at 3pm "
488,2007-05-27,2007-05-02,,1,Broadway,Original Production Production,165.0,"Two hours and 45 minutes, with one ",Open Run,Coram Boy,Play, Imperial Theatre,"         Imperial Theatre (Broadway) (New York, NY) 249 West 45th St. Seating Chart  "
489,2008-06-29,2007-03-22,,1,Broadway,Original Production Production,160.0,"2 hours and 40 minutes, with one ",Open Run,Curtains,Musical, Al Hirschfeld Theatre,"         Al Hirschfeld Theatre (New York, NY) 302 W. 45th St. Seating Chart   Schedule   Running Time: 2 hours and 40 minutes, with one intermission Tuesday at 7pm Wednesday through Saturday at 8pm Wednesday and Saturday at 2pm Sunday at 3pm "
